url,domain,title,language,category,topic_tags,author,published_date,last_checked,summary,authority_signal,paywall,notes
https://scrunch.com/resources/guides/guide-to-ai-user-agents/,scrunch.com,Guide to AI User Agents,en,industry-blog,crawlers;user-agents,Scrunch,2025,2026-05-08,,practitioner-howto,no,
https://momenticmarketing.com/blog/ai-search-crawlers-bots,momenticmarketing.com,List of Top AI Search Crawlers + User Agents (Winter 2025),en,industry-blog,crawlers,Momentic,2025,2026-05-08,Comprehensive AI bot list,practitioner-howto,no,
https://originality.ai/ai-bot-blocking,originality.ai,Block AI Bots from Crawling Websites Using Robots.txt,en,industry-blog,crawlers;robots-txt,Originality.ai,2025,2026-05-08,,vendor-marketing,no,
https://www.botrank.ai/technical-doc/robots-txt,botrank.ai,Robots.txt - Guide for AI ranking,en,industry-blog,robots-txt,BotRank,2025,2026-05-08,,vendor-marketing,no,
https://github.com/ai-robots-txt/ai.robots.txt/blob/main/robots.txt,github.com,ai-robots-txt/ai.robots.txt repo,en,github,robots-txt;list,ai-robots-txt org,2025,2026-05-08,Community-maintained AI bot blocklist,community-discussion,no,
https://paulcalvano.com/2025-08-21-ai-bots-and-robots-txt/,paulcalvano.com,AI Bots and Robots.txt,en,individual,robots-txt;data,Paul Calvano,2025-08,2026-05-08,Web performance + AI bots data,industry-leader,no,
https://robotstxt.com/ai,robotstxt.com,AI / LLM User-Agents: Blocking Guide,en,industry-blog,robots-txt;ai,,2025,2026-05-08,,practitioner-howto,no,
https://www.soar.sh/blog/ai-bots-robots-txt-guide,soar.sh,AI bots robots.txt guide,en,industry-blog,robots-txt;crawlers,Soar Agency,2025,2026-05-08,,practitioner-howto,no,
https://www.adnanzameer.com/2025/09/how-to-allow-ai-bots-in-your-robotstxt.html,adnanzameer.com,How to Allow AI Bots in Your robots.txt 2025,en,individual,robots-txt,Adnan Zameer,2025-09,2026-05-08,,practitioner-howto,no,
https://www.semrush.com/blog/llms-txt/,semrush.com,What Is LLMs.txt & Should You Use It?,en,industry-blog,llms-txt,Semrush,2025,2026-05-08,,industry-leader,no,
https://www.bluehost.com/blog/what-is-llms-txt/,bluehost.com,What is llms.txt? How the New AI Standard Works (2026),en,industry-blog,llms-txt,Bluehost,2026,2026-05-08,,vendor-marketing,no,
https://searchengineland.com/llms-txt-proposed-standard-453676,searchengineland.com,Meet llms.txt proposed standard for AI website content crawling,en,industry-blog,llms-txt,,2024,2026-05-08,SEL initial coverage,industry-leader,no,
https://neilpatel.com/blog/llms-txt-files-for-seo/,neilpatel.com,What Is LLMs.txt? & Do You Need One?,en,industry-blog,llms-txt,Neil Patel,2025,2026-05-08,,industry-leader,no,
https://llmstxt.org/,llmstxt.org,The /llms.txt file (official spec),en,platform-doc,llms-txt;standard,Jeremy Howard / Answer.AI,2024,2026-05-08,Oficiální spec llms.txt standardu,original-research,no,
https://www.bodhost.com/blog/what-is-llms-txt/,bodhost.com,What is llms.txt? Understand New AI Crawling Standard,en,industry-blog,llms-txt,Bodhost,2025,2026-05-08,,vendor-marketing,no,
https://www.mintlify.com/blog/what-is-llms-txt,mintlify.com,What is llms.txt? Breaking down the skepticism,en,industry-blog,llms-txt,Mintlify,2025,2026-05-08,,vendor-marketing,no,
https://www.longato.ch/llms-recommendation-2025-august/,longato.ch,LLMs.txt: Why AI Crawlers Ignore It (2025 Audit),en,individual,llms-txt;skeptical,Flavio Longato,2025-08,2026-05-08,Skeptical view + audit data,practitioner-howto,no,
https://www.qwairy.co/guides/complete-guide-to-robots-txt-and-llms-txt-for-ai-crawlers,qwairy.co,Complete Guide to robots.txt and llms.txt for AI Crawlers,en,industry-blog,llms-txt;robots-txt,Qwairy,2025,2026-05-08,,vendor-marketing,no,
https://www.xseek.io/docs/openai-crawlers-and-user-agents,xseek.io,OpenAI user agents docs,en,industry-blog,openai;crawlers,XSeek,2025,2026-05-08,,practitioner-howto,no,
https://developers.openai.com/api/docs/bots,developers.openai.com,Overview of OpenAI Crawlers (official docs),en,platform-doc,openai;crawlers,OpenAI,2025,2026-05-08,GPTBot OAI-SearchBot ChatGPT-User reference,original-research,no,
https://ppc.land/blocking-ai-crawlers-doesnt-stop-citations-new-data-shows-why/,ppc.land,Blocking AI crawlers doesn't stop citations - data,en,industry-blog,crawlers;data,PPC Land,2025,2026-05-08,,practitioner-howto,no,
https://blog.cloudflare.com/radar-2025-year-in-review/,blog.cloudflare.com,Cloudflare Radar 2025 Year in Review,en,industry-blog,cloudflare;data;crawlers,Cloudflare,2025-12,2026-05-08,Klíčová data o crawlerech,industry-leader,no,
https://blog.cloudflare.com/from-googlebot-to-gptbot-whos-crawling-your-site-in-2025/,blog.cloudflare.com,From Googlebot to GPTBot: Crawling 2025,en,industry-blog,cloudflare;crawlers;data,Cloudflare,2025,2026-05-08,,industry-leader,no,
https://blog.cloudflare.com/ai-crawler-traffic-by-purpose-and-industry/,blog.cloudflare.com,A deeper look at AI crawlers by purpose and industry,en,industry-blog,cloudflare;crawlers,Cloudflare,2025,2026-05-08,,industry-leader,no,
https://www.searchenginejournal.com/chatgpt-googlebot-crawl-data-alliai-spa/570885/,searchenginejournal.com,ChatGPT Now Crawls 3.6x More Than Googlebot,en,industry-blog,crawlers;data,SEJ,2026,2026-05-08,,industry-leader,no,
https://www.searchenginejournal.com/google-updates-robots-meta-tag-document-to-include-ai-mode/541371/,searchenginejournal.com,Google Updates Robots Meta Tag Document AI Mode,en,industry-blog,robots-meta;ai-mode,SEJ,2025,2026-05-08,,industry-leader,no,
https://www.screamingfrog.co.uk/,screamingfrog.co.uk,Screaming Frog,en,tool-vendor,seo;crawler,Screaming Frog,2026,2026-05-08,,industry-leader,no,
https://github.com/balaji1233/llms.txt-and-llms-full.txt-Generator-For-SEO,github.com,llms.txt llms-full.txt Generator For SEO,en,github,llms-txt;generator,Balaji,2025,2026-05-08,,community-discussion,no,
https://github.com/topics/llms-txt,github.com,llms-txt GitHub Topics,en,github,llms-txt;archive,GitHub,2026,2026-05-08,,community-discussion,no,
https://github.com/thedaviddias/llms-txt-hub,github.com,llms-txt-hub directory AI-ready documentation,en,github,llms-txt;hub,David Dias,2025,2026-05-08,Hub,community-discussion,no,
https://github.com/SecretiveShell/Awesome-llms-txt,github.com,Awesome-llms-txt index seed data,en,github,llms-txt;awesome,SecretiveShell,2025,2026-05-08,,community-discussion,no,
