url,domain,title,language,category,topic_tags,author,published_date,last_checked,summary,authority_signal,paywall,notes
https://www.hubspot.com/aeo-grader,hubspot.com,AEO Grader 2026,en,tool-vendor,aeo;tool;hubspot,HubSpot,2026,2026-05-08,Free AEO scoring tool,vendor-marketing,no,
https://www.hubspot.com/products/marketing/aeo-guide,hubspot.com,Show Up in AI Search with AEO,en,tool-vendor,aeo;hubspot,HubSpot,2026,2026-05-08,HubSpot AEO product page,vendor-marketing,no,
https://yoast.com/how-to-optimize-content-for-llms/,yoast.com,How to optimize content for AI LLM comprehension using Yoast,en,tool-vendor,llm-seo;wordpress,Yoast,2025,2026-05-08,Yoast WordPress angle,vendor-marketing,no,
https://www.hubspot.com/aeo-grader/share-of-voice,hubspot.com,AI Share of Voice Tool,en,tool-vendor,share-of-voice;aeo,HubSpot,2026,2026-05-08,,vendor-marketing,no,
https://www.get-spotlight.com/articles/how-to-measure-and-improve-your-brands-share-of-voice-in-ai-chatbot-conversations/,get-spotlight.com,Brand Share of Voice in AI Chatbot Conversations,en,tool-vendor,share-of-voice,Spotlight,2025,2026-05-08,,vendor-marketing,no,
https://trakkr.ai/article/measure-share-of-voice-in-ai-overviews,trakkr.ai,AI Share of Voice: Brand Visibility in AI Overviews,en,tool-vendor,share-of-voice;ai-overviews,Trakkr,2025,2026-05-08,,vendor-marketing,no,
https://www.get-spotlight.com/articles/how-to-measure-and-improve-brand-share-of-voice-in-ai-chatbots-and-llms-a-step-by-step-guide/,get-spotlight.com,How to Measure SoV in AI Chatbots and LLMs Step-by-Step,en,tool-vendor,share-of-voice,Spotlight,2025,2026-05-08,,vendor-marketing,no,
https://otterly.ai/blog/share-of-voice-ai/,otterly.ai,How to Measure Brand Share of Voice on Content AI,en,tool-vendor,share-of-voice,Otterly,2025,2026-05-08,Vendor blog Otterly,vendor-marketing,no,
https://siftly.ai/blog/measure-brand-share-voice-chatgpt-google-ai-overviews-2026,siftly.ai,Measure Brand SoV in ChatGPT and Google AIO 2026,en,tool-vendor,share-of-voice,Siftly,2026,2026-05-08,,vendor-marketing,no,
https://llmpulse.ai/blog/glossary/share-of-voice/,llmpulse.ai,Share-of-Voice: glossary entry,en,tool-vendor,share-of-voice;glossary,LLM Pulse,2026,2026-05-08,,vendor-marketing,no,
https://waikay.io/ai-brand-visibility-guide/share-of-voice/,waikay.io,What Is AI Share of Voice? (And Why Most Tools Get It Wrong),en,tool-vendor,share-of-voice,Waikay,2026,2026-05-08,,vendor-marketing,no,
https://ahrefs.com/,ahrefs.com,Ahrefs homepage,en,tool-vendor,seo-tool,Ahrefs,,2026-05-08,Hub,vendor-marketing,no,
https://www.tryprofound.com/,tryprofound.com,Profound homepage,en,tool-vendor,vendor;ai-visibility,Profound,2026,2026-05-08,Vendor home,vendor-marketing,no,
https://www.tryprofound.com/features/answer-engine-insights,tryprofound.com,Answer Engine Insights,en,tool-vendor,vendor;aeo,Profound,2026,2026-05-08,Profound flagship feature,vendor-marketing,no,
https://www.tryprofound.com/features/agent-analytics,tryprofound.com,AI Crawler & Traffic Analysis - Agent Analytics,en,tool-vendor,vendor;agent-analytics,Profound,2026,2026-05-08,,vendor-marketing,no,
https://www.tryprofound.com/blog,tryprofound.com,Profound Blog,en,tool-vendor,vendor;blog,Profound,2026,2026-05-08,Vendor blog hub,vendor-marketing,no,
https://www.tryprofound.com/blog/choosing-ai-visibility-provider,tryprofound.com,How to Choose the Best AI Visibility Provider,en,tool-vendor,vendor;tools-comparison,Profound,2026,2026-05-08,,vendor-marketing,no,
https://www.tryprofound.com/blog/introducing-agent-analytics,tryprofound.com,Introducing Agent Analytics,en,tool-vendor,vendor;agent-analytics,Profound,2025,2026-05-08,Product launch,vendor-marketing,no,
https://www.tryprofound.com/blog/deepseek-r1-model-to-master-web-search,tryprofound.com,Tracking DeepSeek R1 web search,en,tool-vendor,deepseek;web-search,Profound,2025,2026-05-08,,vendor-marketing,no,
https://www.tryprofound.com/blog/11-best-ai-seo-tools,tryprofound.com,11 Best AI SEO Tools for B2B SaaS Growth,en,tool-vendor,tools;b2b-saas,Profound,2025,2026-05-08,,vendor-marketing,no,
https://www.tryprofound.com/blog/how-to-track-your-visibility-in-ai-search,tryprofound.com,How to Track Brand Visibility in AI Search,en,tool-vendor,visibility;tracking,Profound,2025,2026-05-08,,vendor-marketing,no,
https://www.tryprofound.com/blog/best-generative-engine-optimization-tools,tryprofound.com,Best GEO Tools 2026,en,tool-vendor,geo;tools,Profound,2026,2026-05-08,,vendor-marketing,no,
https://peec.ai/blog,peec.ai,Peec AI Blog,en,tool-vendor,vendor;blog,Peec AI,2026,2026-05-08,Vendor blog hub,vendor-marketing,no,
