url,domain,title,language,category,topic_tags,author,published_date,last_checked,summary,authority_signal,paywall,notes
https://llmstxt.org/,llmstxt.org,The /llms.txt file (official spec),en,platform-doc,llms-txt;standard,Jeremy Howard / Answer.AI,2024,2026-05-08,Oficiální spec llms.txt standardu,original-research,no,
https://developers.google.com/search/docs/appearance/ai-features,developers.google.com,AI Features and Your Website,en,platform-doc,google;ai-overviews,Google,2025,2026-05-08,Oficiální Google docs,original-research,no,
https://developers.google.com/search/docs/fundamentals/using-gen-ai-content,developers.google.com,Google's Guidance on Generative AI Content,en,platform-doc,google;gen-ai-content,Google,2024,2026-05-08,,original-research,no,
https://developers.google.com/search/blog/2025/12/ai-powered-configuration,developers.google.com,AI-powered configuration in Search Console,en,platform-doc,gsc;ai,Google,2025-12,2026-05-08,,original-research,no,
https://developers.google.com/search/updates,developers.google.com,Latest Google Search Documentation Updates,en,platform-doc,google;updates,Google,2026,2026-05-08,,original-research,no,
https://developers.google.com/search/blog/2025/05/succeeding-in-ai-search,developers.google.com,Top ways to ensure content performs well in Google's AI experiences,en,platform-doc,google;ai-search;tips,Google,2025-05,2026-05-08,Klíčový official guide,original-research,no,
https://developers.google.com/search/docs/fundamentals/how-search-works,developers.google.com,In-Depth Guide to How Google Search Works,en,platform-doc,google;ranking,Google,2025,2026-05-08,,original-research,no,
https://developers.google.com/learn/pathways/ai-powered-content-search,developers.google.com,AI-powered content search learning,en,platform-doc,google;learning,Google,2025,2026-05-08,,original-research,no,
https://developers.google.com/search/blog/2023/02/google-search-and-ai-content,developers.google.com,Google's guidance about AI-generated content,en,platform-doc,google;ai-content,Google,2023-02,2026-05-08,,original-research,no,
https://developers.google.com/search/docs/appearance/ranking-systems-guide,developers.google.com,Guide to Google Search Ranking Systems,en,platform-doc,google;ranking,Google,2025,2026-05-08,,original-research,no,
https://developers.google.com/search/blog/2025/12/scl-eoy,developers.google.com,Search Central Live APAC 2025 Recap,en,platform-doc,google;conference,Google,2025-12,2026-05-08,,original-research,no,
https://help.openai.com/en/articles/9237897-chatgpt-search,help.openai.com,ChatGPT search,en,platform-doc,openai;chatgpt;search,OpenAI,2024,2026-05-08,Oficiální OpenAI help,original-research,no,
https://platform.openai.com/docs/guides/tools-web-search,platform.openai.com,Web search OpenAI API guide,en,platform-doc,openai;api;web-search,OpenAI,2025,2026-05-08,Oficiální API docs,original-research,no,
https://developers.openai.com/api/docs/bots,developers.openai.com,Overview of OpenAI Crawlers (official docs),en,platform-doc,openai;crawlers,OpenAI,2025,2026-05-08,GPTBot OAI-SearchBot ChatGPT-User reference,original-research,no,
