url,domain,title,language,category,topic_tags,author,published_date,last_checked,summary,authority_signal,paywall,notes
https://learningaisearch.com/about/,learningaisearch.com,About LearningAIsearch.com,en,course,solis;learning,Aleyda Solis,2025-07,2026-05-08,Free roadmap,industry-leader,no,
https://robertnemec.com/uvod-do-seo/,robertnemec.com,Úvod do SEO - Letní škola SEO,cs,course,seo;cs;course,Robert Nemec,2024,2026-05-08,,industry-leader,no,
https://robertnemec.com/skoleni/seo-workshop-kurz/,robertnemec.com,SEO workshop a kurz,cs,course,seo;cs;workshop,Robert Nemec,2024,2026-05-08,,industry-leader,no,
https://www.h1.cz/skoleni-seo,h1.cz,Školení SEO H1.cz,cs,course,seo;cs,H1.cz,2026,2026-05-08,,industry-leader,no,
https://www.h1.cz/skoleni-umela-inteligence,h1.cz,Školení Umělá inteligence H1.cz,cs,course,ai;cs,H1.cz,2026,2026-05-08,,industry-leader,no,
https://academy.taste.cz/vyhledavace-zbozi,academy.taste.cz,Optimalizace pro vyhledávače zboží Taste,cs,course,product-search;cs,Taste,2026,2026-05-08,,industry-leader,no,
https://academy.taste.cz/optimalizace-konverzniho-pomeru,academy.taste.cz,Optimalizace konverzního poměru Taste,cs,course,cro;cs,Taste,2026,2026-05-08,,industry-leader,no,
https://www.dobryweb.cz/skoleni-aso-app-store-optimization,dobryweb.cz,Školení App Store optimization,cs,course,aso;cs,Dobrý Web,2025,2026-05-08,,industry-leader,no,
https://learn.marketingacademy.ai/courses/piloting-ai-for-marketers-series,learn.marketingacademy.ai,Piloting AI for Marketers Series,en,course,marketing-ai;course,Paul Roetzer,2025,2026-05-08,,industry-leader,no,
https://learn.marketingacademy.ai/courses/how-to-get-started-with-ai,learn.marketingacademy.ai,Piloting AI: How to Get Started,en,course,marketing-ai;course,Paul Roetzer,2025,2026-05-08,,industry-leader,no,
https://seosly.com/ai-seo-course/,seosly.com,AI SEO Course Olga Zarr Masterclass,en,course,olga-zarr;course,Olga Zarr,2025,2026-05-08,,industry-leader,no,
https://www.mlforseo.com/,mlforseo.com,Learn AI ML for Organic Search MLforSEO,en,course,ml-seo;course;lazarina-stoy,Lazarina Stoy,2026,2026-05-08,,industry-leader,no,
https://surferseo.com/academy/ai-search-optimization-masterclass/,surferseo.com,AI Search Optimization Masterclass Surfer,en,course,surfer;masterclass;course,Tom Niezgoda,2026,2026-05-08,Free course,industry-leader,no,
https://docs.surferseo.com/en/articles/12398561-ai-search-optimization-masterclass-2025,docs.surferseo.com,AI Search Optimization MasterClass 2025 Docs,en,course,surfer;course;docs,Surfer,2025,2026-05-08,,vendor-marketing,no,
https://offers.hubspot.com/ai-seo-masterclass,offers.hubspot.com,AI SEO Masterclass HubSpot Free,en,course,hubspot;masterclass;course,HubSpot,2026,2026-05-08,Free,industry-leader,no,
https://www.udemy.com/course/ai-search-optimization-masterclass/,udemy.com,AI Search Optimization Masterclass Udemy,en,course,udemy;masterclass,Udemy,2026,2026-05-08,,industry-leader,no,
https://www.pumpedu.cz/en,pumpedu.cz,Kurz AI pro marketing ChatGPT pro mistry,cs,course,ai;marketing;cs;course,Pumpedu,2025,2026-05-08,,industry-leader,no,
https://www.naucmese.cz/kurz/zaklady-seo,naucmese.cz,Kurz Základy SEO Naučmese,cs,course,seo;cs;course;basic,Naučmese,2026,2026-05-08,,industry-leader,no,
https://studium.cz/skoleni-seo-optimalizace/ostrava,studium.cz,Školení SEO Ostrava kurzy,cs,course,seo;cs;ostrava;course,Studium.cz,2026,2026-05-08,,industry-leader,no,
